gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,paperlessbilling,charges.monthly,charges.total,contas_diarias,internetservice_Fiber optic,internetservice_No,contract_One year,contract_Two year,paymentmethod_Credit card (automatic),paymentmethod_Electronic check,paymentmethod_Mailed check,churn_real,churn_predito,prob_churn
1,0,0,0,22,1,1,0,0,0,0,0,0,1,24.85,493.4,0.8283333333333334,0,1,0,0,1,0,0,0,0,0.1175
0,1,1,0,65,1,1,1,1,1,0,1,1,1,109.4,7227.45,3.646666666666667,1,0,0,0,1,0,0,0,0,0.25
1,0,1,0,55,0,0,0,0,1,1,1,1,1,54.55,2978.3,1.8183333333333327,0,0,0,0,0,0,0,1,0,0.2
1,0,1,0,29,1,1,1,1,0,0,0,0,1,84.45,2467.1,2.815,1,0,0,0,0,1,0,1,0,0.26166666666666666
1,0,0,0,2,0,0,0,1,1,1,0,0,1,40.4,77.15,1.346666666666667,0,0,0,0,1,0,0,0,1,0.78
0,0,1,1,56,1,1,0,0,0,0,0,0,1,24.95,1468.9,0.8316666666666667,0,1,0,1,1,0,0,0,0,0.0
1,0,0,0,1,0,0,0,0,0,0,0,1,1,35.55,35.55,1.1849999999999998,0,0,0,0,0,1,0,1,0,0.26
1,0,1,1,27,1,1,1,1,0,1,1,0,0,100.75,2793.55,3.3583333333333334,1,0,0,0,0,1,0,0,0,0.3358333333333334
0,0,1,1,48,1,1,1,1,0,0,1,1,1,103.25,5037.55,3.441666666666667,1,0,1,0,1,0,0,1,0,0.08
0,0,1,0,53,1,0,1,1,1,1,1,1,0,110.5,5835.5,3.683333333333333,1,0,1,0,0,1,0,0,1,0.51
1,0,1,1,68,1,1,0,0,0,0,0,0,0,25.4,1620.2,0.8466666666666666,0,1,0,1,0,0,0,0,0,0.0
1,0,0,0,33,1,0,0,1,1,0,0,0,1,79.0,2576.8,2.6333333333333333,1,0,0,0,1,0,0,0,0,0.374
0,1,0,0,7,1,0,0,0,0,0,1,1,1,89.15,574.35,2.9716666666666667,1,0,0,0,0,1,0,0,1,0.777
1,0,1,0,29,1,0,0,0,1,0,0,0,1,75.3,2263.4,2.51,1,0,0,0,1,0,0,0,0,0.32
0,0,0,0,36,1,1,1,0,0,0,0,0,0,54.45,1893.5,1.815,0,0,1,0,0,0,1,0,0,0.04
1,0,0,1,10,1,1,0,0,0,0,1,1,0,95.2,930.4,3.1733333333333333,1,0,0,0,0,1,0,1,0,0.45
1,0,1,1,16,1,1,0,0,1,0,1,0,1,90.8,1442.2,3.0266666666666664,1,0,0,0,0,0,0,0,1,0.54
0,0,1,1,67,1,0,1,1,1,0,0,0,0,84.8,5598.3,2.8266666666666667,1,0,1,0,0,0,0,0,0,0.146
1,0,1,0,56,1,1,0,1,0,0,1,1,0,100.3,5614.45,3.3433333333333333,1,0,1,0,1,0,0,1,0,0.34
0,0,0,0,23,1,1,0,1,0,0,0,0,1,79.15,1676.95,2.6383333333333336,1,0,0,0,0,1,0,1,1,0.84
0,0,1,0,49,1,0,0,0,0,0,0,0,0,20.7,1032.05,0.69,0,1,1,0,1,0,0,0,0,0.08
0,0,0,0,1,1,0,0,0,0,0,0,0,1,19.5,19.5,0.65,0,1,0,0,0,0,1,0,0,0.24
0,0,0,1,19,1,0,1,1,1,0,0,0,1,60.6,1297.8,2.02,0,0,0,0,0,1,0,0,0,0.19
0,1,0,0,47,1,1,0,1,0,1,1,0,1,95.05,4504.55,3.168333333333333,1,0,0,0,0,1,0,1,1,0.555
1,0,0,0,2,1,0,0,0,0,0,0,0,1,19.65,31.2,0.6549999999999999,0,1,0,0,0,1,0,0,0,0.26
1,0,0,0,46,1,1,0,1,1,0,1,0,1,94.9,4422.95,3.1633333333333336,1,0,1,0,1,0,0,0,0,0.1948333333333333
0,1,0,0,15,1,1,0,0,0,0,0,0,1,74.45,1145.7,2.481666666666667,1,0,0,0,0,0,1,1,0,0.48
1,0,0,0,59,0,0,0,0,0,1,1,1,1,51.7,3005.8,1.7233333333333334,0,0,0,0,0,1,0,0,0,0.37
1,0,0,0,14,1,1,0,1,0,0,0,0,1,55.5,767.55,1.85,0,0,0,0,1,0,0,0,0,0.3
1,1,0,0,24,1,1,0,0,0,0,0,0,1,76.1,1712.7,2.536666666666666,1,0,0,0,0,1,0,1,1,0.72
1,1,0,0,1,1,0,0,0,0,0,0,0,0,20.05,20.05,0.6683333333333333,0,1,0,0,0,0,1,1,0,0.2
0,0,0,0,48,1,1,0,1,1,1,1,0,1,73.85,3581.4,2.4616666666666664,0,0,1,0,0,0,0,0,0,0.12
0,0,0,0,3,1,0,0,0,0,0,1,0,1,79.4,244.65,2.646666666666667,1,0,0,0,0,1,0,1,1,0.89
1,0,1,0,67,1,1,0,1,1,0,1,1,0,104.1,7040.85,3.47,1,0,1,0,0,1,0,1,0,0.21
0,0,1,0,72,1,1,1,1,1,1,1,1,0,115.15,8349.7,3.838333333333333,1,0,0,1,0,1,0,0,0,0.0
0,0,0,0,72,1,1,1,0,0,1,0,0,1,84.7,6185.15,2.8233333333333333,1,0,0,1,0,0,0,0,0,0.15
1,0,0,0,1,1,0,0,0,0,0,0,0,1,71.35,71.35,2.378333333333333,1,0,0,0,0,0,1,1,1,0.8533333333333334
1,0,0,0,3,1,1,0,0,0,0,0,0,1,74.4,229.55,2.48,1,0,0,0,0,1,0,1,1,0.62
0,1,1,0,28,1,1,0,1,1,1,1,1,1,110.85,3204.4,3.695,1,0,0,0,0,1,0,0,1,0.61
0,0,1,1,71,1,1,1,1,1,0,1,1,1,109.0,7661.8,3.633333333333333,1,0,0,1,0,0,0,0,0,0.1
1,0,1,1,59,1,1,0,0,1,0,1,1,1,99.5,5861.75,3.316666666666667,1,0,0,1,1,0,0,0,0,0.15
1,0,0,0,1,1,0,0,0,0,0,0,0,1,45.65,45.65,1.5216666666666667,0,0,0,0,0,1,0,1,1,0.96
0,0,1,0,56,1,1,0,1,0,0,1,1,1,98.25,5508.35,3.275,1,0,1,0,0,1,0,1,0,0.29
0,0,1,1,69,1,0,0,0,0,0,0,0,0,19.7,1396.9,0.6566666666666666,0,1,0,1,0,0,0,0,0,0.0
1,1,1,0,65,1,0,0,0,0,0,0,0,1,70.95,4555.2,2.365,1,0,1,0,0,0,0,0,0,0.245
1,0,1,0,11,1,0,0,0,0,0,0,0,1,20.55,184.95,0.685,0,1,1,0,0,0,1,0,0,0.03
0,0,1,0,37,1,1,1,0,1,1,0,0,0,68.1,2479.25,2.27,0,0,1,0,1,0,0,0,0,0.11
0,0,1,0,49,1,1,0,0,0,0,0,0,1,52.15,2583.75,1.7383333333333333,0,0,0,0,1,0,0,0,0,0.31
0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.2,25.2,0.84,0,0,0,0,0,0,1,1,0,0.16
0,0,1,1,17,1,0,1,0,0,1,0,0,1,55.35,920.5,1.845,0,0,0,0,1,0,0,0,0,0.12
0,0,1,0,51,1,1,0,1,0,1,1,1,1,78.65,3950.85,2.621666666666667,0,0,1,0,1,0,0,0,0,0.09
1,0,1,0,51,1,1,1,1,0,0,0,1,1,96.4,4911.05,3.2133333333333334,1,0,1,0,1,0,0,0,0,0.22
0,1,1,1,1,1,0,0,0,0,0,0,0,1,69.25,69.25,2.308333333333333,1,0,0,0,0,1,0,1,1,0.92
1,1,1,0,36,1,0,0,0,1,1,0,0,0,54.1,1992.85,1.8033333333333332,0,0,1,0,1,0,0,0,0,0.07
0,0,0,0,9,1,1,0,0,0,0,0,1,1,83.3,803.3,2.7766666666666664,1,0,0,0,0,1,0,1,1,0.96
0,0,0,0,2,1,0,0,0,0,0,0,0,1,20.45,42.45,0.6816666666666666,0,1,0,0,0,0,1,0,0,0.04
0,0,0,0,13,1,1,0,0,0,0,0,0,1,75.0,999.45,2.5,1,0,0,0,0,0,1,1,0,0.4
1,0,0,0,4,1,0,0,0,0,0,0,0,1,20.2,55.7,0.6733333333333333,0,1,0,0,0,1,0,0,0,0.05
1,0,1,1,5,1,1,1,0,1,0,0,0,1,84.5,453.75,2.816666666666667,1,0,0,0,0,1,0,1,0,0.4
1,0,1,1,42,1,1,1,1,0,0,1,0,1,69.4,3058.3,2.313333333333333,0,0,0,0,0,0,0,0,0,0.25416666666666665
0,0,1,1,3,1,0,0,0,0,0,0,0,1,69.55,200.2,2.3183333333333334,1,0,0,0,0,1,0,0,1,0.6
1,0,0,0,69,1,0,0,0,0,0,0,0,1,19.1,1268.85,0.6366666666666667,0,1,0,1,0,0,1,0,0,0.0
1,0,0,0,1,1,1,0,1,0,0,0,0,1,79.15,79.15,2.6383333333333336,1,0,0,0,0,1,0,1,0,0.5
1,0,1,0,70,1,1,0,0,0,0,0,0,0,25.15,1940.85,0.8383333333333333,0,1,0,1,0,0,0,0,0,0.04
1,0,1,0,38,1,1,1,0,0,0,1,0,0,91.7,3479.05,3.056666666666666,1,0,0,0,0,0,0,0,1,0.51
0,0,1,1,6,0,0,0,1,1,1,0,0,0,40.55,217.5,1.3516666666666666,0,0,0,1,0,0,1,0,0,0.14
0,0,0,0,28,0,0,0,0,1,0,0,0,1,29.75,790.7,0.9916666666666668,0,0,0,0,0,0,1,0,0,0.44
0,0,0,1,9,1,0,1,0,1,1,0,1,0,93.0,870.25,3.1,1,0,0,0,0,0,0,0,1,0.65
1,0,0,0,57,1,0,0,0,0,0,0,0,0,20.55,1252.85,0.685,0,1,0,1,1,0,0,0,0,0.0
0,0,0,0,26,1,0,0,1,1,0,0,0,1,56.05,1553.2,1.8683333333333327,0,0,1,0,0,0,1,0,0,0.08
1,0,0,1,21,1,0,0,0,0,0,0,0,0,45.65,985.05,1.5216666666666667,0,0,0,0,0,0,1,0,0,0.13
0,0,0,0,32,1,1,0,1,0,0,0,0,1,54.2,1739.6,1.8066666666666669,0,0,0,0,0,1,0,0,0,0.24
1,0,1,1,60,1,1,0,0,0,0,0,0,0,74.35,4453.3,2.478333333333333,1,0,0,0,0,0,0,0,0,0.27
1,0,0,0,57,1,1,0,0,0,0,1,0,1,86.9,4939.25,2.896666666666667,1,0,1,0,0,1,0,0,0,0.21
1,1,1,0,32,1,1,0,1,1,0,1,1,0,106.35,3520.75,3.545,1,0,0,0,0,0,0,1,0,0.49
0,0,0,0,13,1,1,1,1,0,0,1,0,1,96.65,1244.5,3.2216666666666667,1,0,0,0,0,1,0,1,1,0.81
1,0,0,0,7,1,0,0,0,0,0,0,0,0,19.5,128.6,0.65,0,1,1,0,0,0,1,0,0,0.04
0,0,1,0,60,1,1,1,1,0,0,0,1,1,94.1,5475.9,3.1366666666666663,1,0,0,0,1,0,0,0,0,0.255
1,1,0,0,1,1,1,0,0,0,0,0,0,1,74.4,74.4,2.48,1,0,0,0,0,1,0,1,1,0.97
1,0,0,0,56,1,0,0,1,1,1,1,1,1,81.8,4534.45,2.7266666666666666,0,0,0,1,1,0,0,0,0,0.01
0,0,0,0,1,1,0,0,1,0,0,0,0,0,49.5,49.5,1.65,0,0,0,0,0,1,0,0,0,0.33
0,0,0,0,17,1,1,1,1,0,0,1,0,1,94.4,1617.5,3.146666666666667,1,0,0,0,0,1,0,1,1,0.72
1,0,1,1,71,1,1,0,0,0,0,0,0,0,25.35,1847.55,0.8450000000000001,0,1,0,1,1,0,0,0,0,0.0
0,1,1,0,72,1,1,0,0,0,0,0,0,1,25.7,1937.4,0.8566666666666667,0,1,0,1,1,0,0,0,0,0.01
1,0,1,0,9,1,0,0,1,1,0,0,0,1,79.9,741.7,2.6633333333333336,1,0,0,0,0,1,0,1,1,0.73
1,0,1,1,3,1,0,1,1,0,0,1,0,0,89.85,248.4,2.995,1,0,0,0,0,1,0,0,0,0.345
0,0,1,1,72,1,1,1,0,1,1,1,1,1,85.9,6110.75,2.8633333333333337,0,0,0,1,1,0,0,0,0,0.02
0,0,0,0,1,1,0,0,0,0,0,0,0,0,19.5,19.5,0.65,0,1,0,0,0,0,1,0,0,0.373
1,0,0,0,39,0,0,1,1,0,1,1,0,1,48.95,1880.85,1.6316666666666668,0,0,0,0,1,0,0,0,1,0.71
0,0,1,1,19,1,0,0,0,0,0,0,0,0,20.15,387.7,0.6716666666666666,0,1,0,1,0,0,1,0,0,0.0
1,0,0,0,20,1,0,0,0,0,0,0,0,1,19.7,419.4,0.6566666666666666,0,1,0,1,0,0,1,0,0,0.08
1,0,1,1,60,1,0,0,0,0,0,0,0,1,20.95,1270.55,0.6983333333333334,0,1,0,1,0,0,0,0,0,0.0
1,0,0,0,38,1,0,1,1,0,1,1,0,0,70.6,2708.2,2.353333333333333,0,0,1,0,0,0,1,0,0,0.18
0,0,0,0,1,1,0,0,0,0,0,0,0,0,19.65,19.65,0.6549999999999999,0,1,0,0,0,0,1,0,1,0.5598333333333332
0,1,0,0,1,1,0,0,0,0,0,1,1,1,91.3,91.3,3.043333333333333,1,0,0,0,0,1,0,1,1,0.93
0,0,0,0,13,1,1,0,0,0,0,0,0,1,75.0,999.45,2.5,1,0,0,0,0,0,1,0,0,0.4
1,1,0,0,30,1,1,0,0,1,1,1,0,1,69.1,2093.9,2.303333333333333,0,0,0,1,1,0,0,0,0,0.12
1,0,1,0,17,0,0,0,0,1,1,1,1,0,54.6,934.8,1.82,0,0,1,0,0,1,0,0,0,0.22
0,0,1,1,41,1,0,0,0,0,0,0,0,0,19.3,772.4,0.6433333333333333,0,1,0,1,0,0,0,0,0,0.0
1,1,0,0,71,1,1,0,1,0,1,1,1,1,106.8,7623.2,3.56,1,0,0,1,0,1,0,0,0,0.16
1,0,1,1,6,1,0,0,0,0,0,0,0,0,19.55,122.9,0.6516666666666667,0,1,0,0,0,0,1,0,0,0.06
0,0,1,1,71,1,0,1,1,1,1,1,1,0,87.25,6328.7,2.908333333333333,0,0,0,1,1,0,0,0,0,0.0
0,1,0,0,12,1,1,0,1,0,0,1,0,1,91.3,1094.5,3.043333333333333,1,0,0,0,0,1,0,1,1,0.77
1,0,1,1,17,1,1,0,0,0,0,0,0,1,25.15,412.6,0.8383333333333333,0,1,0,1,0,0,1,0,0,0.07
1,0,1,0,70,1,1,1,1,1,1,1,1,0,115.65,7968.85,3.855,1,0,1,0,1,0,0,1,0,0.1
1,0,0,0,4,1,0,0,0,0,0,0,0,1,70.2,237.95,2.3400000000000003,1,0,0,0,0,1,0,1,1,0.68
1,0,1,1,50,1,1,0,1,1,0,1,1,1,103.85,5017.9,3.4616666666666664,1,0,0,0,0,0,0,1,0,0.4
0,0,0,0,70,1,1,1,1,1,1,1,1,0,89.75,6367.2,2.9916666666666667,0,0,0,1,1,0,0,0,0,0.02
1,0,1,1,53,1,1,1,0,1,1,1,1,0,85.7,4616.1,2.856666666666667,0,0,0,0,0,1,0,0,0,0.2533333333333333
1,0,0,0,2,1,0,0,0,0,1,1,1,0,70.3,132.4,2.3433333333333333,0,0,0,0,0,1,0,0,1,0.54
1,0,0,0,69,1,1,0,0,1,1,1,1,1,106.5,7348.8,3.55,1,0,0,1,0,0,0,1,1,0.7
1,0,0,0,3,0,0,0,1,0,0,0,0,1,29.6,79.45,0.9866666666666668,0,0,0,0,0,1,0,0,1,0.73
1,0,1,1,72,1,0,0,0,0,0,0,0,0,19.4,1363.25,0.6466666666666666,0,1,0,1,1,0,0,0,0,0.0
0,1,0,0,70,1,1,0,1,1,1,1,0,1,75.5,5212.65,2.5166666666666666,0,0,0,1,0,0,0,0,0,0.07
0,0,1,0,51,1,0,1,1,1,0,1,0,1,93.5,4619.55,3.1166666666666667,1,0,1,0,0,1,0,0,0,0.25
0,0,0,0,10,1,1,0,0,0,1,1,1,1,98.5,1058.25,3.283333333333333,1,0,0,0,0,1,0,1,1,0.845
0,0,0,0,23,1,1,0,0,0,0,1,1,1,93.5,2341.55,3.1166666666666667,1,0,0,0,0,1,0,0,1,0.71
0,0,0,0,1,1,0,0,0,1,0,0,0,0,75.3,75.3,2.51,1,0,0,0,0,1,0,1,1,0.55
0,0,0,0,8,1,1,1,0,0,1,1,1,1,103.35,847.3,3.445,1,0,0,0,0,0,0,1,1,0.79
0,0,1,1,22,1,0,0,0,0,0,0,0,0,19.05,454.05,0.635,0,1,0,0,0,0,0,0,0,0.07
1,0,0,0,17,1,1,1,0,0,0,0,1,0,65.75,1111.2,2.191666666666667,0,0,0,0,0,0,0,0,0,0.35
1,0,1,1,2,1,0,0,0,0,0,0,0,0,20.2,34.75,0.6733333333333333,0,1,1,0,0,0,1,0,0,0.07
1,1,0,0,8,1,0,0,0,0,0,0,0,1,69.95,562.7,2.3316666666666666,1,0,0,0,1,0,0,0,1,0.63
1,0,1,1,70,1,1,1,1,1,1,1,0,1,79.25,5731.85,2.6416666666666666,0,0,0,1,0,0,0,0,0,0.01
0,0,0,0,1,1,0,0,0,0,0,0,0,1,45.4,45.4,1.5133333333333332,0,0,0,0,0,0,1,1,0,0.23
1,0,1,1,67,1,0,1,1,1,0,1,1,0,81.35,5398.6,2.7116666666666664,0,0,0,1,1,0,0,0,0,0.02
0,1,1,0,68,1,1,0,1,0,0,0,1,1,89.6,6127.6,2.9866666666666664,1,0,0,0,0,0,0,1,0,0.37
1,0,0,0,6,1,0,0,1,0,0,0,1,1,84.4,556.35,2.813333333333333,1,0,0,0,0,1,0,1,1,0.69
1,0,1,0,70,1,1,1,1,1,0,1,0,1,99.35,6944.5,3.3116666666666665,1,0,0,1,1,0,0,0,0,0.09
1,0,0,0,46,1,1,0,0,0,0,0,0,0,72.8,3249.4,2.4266666666666667,1,0,0,0,0,0,0,0,1,0.54
0,0,0,0,1,1,0,0,0,0,0,0,1,1,55.45,55.45,1.8483333333333332,0,0,0,0,0,1,0,0,1,0.86
1,1,1,0,34,1,0,1,0,0,1,1,0,0,90.15,3128.8,3.0050000000000003,1,0,1,0,0,0,1,0,0,0.175
1,0,0,0,1,1,0,0,0,0,0,0,0,0,19.05,19.05,0.635,0,1,0,0,0,0,1,0,1,0.51
0,0,0,0,46,1,1,0,0,1,0,1,1,1,101.1,4674.4,3.37,1,0,1,0,0,1,0,0,0,0.4875
1,0,0,0,39,1,1,0,0,0,1,0,0,1,53.85,2200.7,1.7950000000000002,0,0,0,1,1,0,0,0,0,0.05
0,0,0,0,66,0,0,1,1,1,1,1,1,1,62.5,4136.4,2.083333333333333,0,0,0,1,0,0,0,0,0,0.01
1,0,1,1,33,1,0,0,0,1,1,1,1,1,73.9,2405.05,2.4633333333333334,0,0,1,0,0,0,1,1,0,0.06
1,0,0,0,39,1,1,0,1,0,0,0,0,0,81.4,3213.75,2.7133333333333334,1,0,1,0,1,0,0,0,0,0.18
1,0,0,0,24,1,0,0,0,0,0,1,1,1,90.35,2238.5,3.0116666666666663,1,0,0,0,0,1,0,1,0,0.25
0,0,0,0,64,1,1,0,0,0,0,0,0,1,24.4,1601.2,0.8133333333333332,0,1,1,0,0,0,0,0,0,0.06
0,0,0,0,15,1,1,0,0,0,0,0,0,1,25.4,399.6,0.8466666666666666,0,1,0,0,1,0,0,1,0,0.075
0,0,1,1,56,1,1,1,1,1,1,1,0,0,81.25,4620.4,2.708333333333333,0,0,0,1,1,0,0,0,0,0.07
0,0,0,0,2,1,1,0,0,0,0,0,0,0,74.9,147.15,2.496666666666667,1,0,0,0,1,0,0,1,1,0.77
1,0,1,1,38,1,0,1,0,1,1,1,1,0,81.0,3084.9,2.7,0,0,0,1,1,0,0,0,0,0.12
1,0,0,0,13,1,1,1,0,0,0,1,1,0,98.15,1230.25,3.271666666666667,1,0,0,0,0,0,1,1,1,0.65
0,0,1,1,72,1,1,0,1,1,1,0,1,1,98.65,7129.45,3.2883333333333336,1,0,0,1,0,0,0,0,0,0.09
0,1,0,0,7,1,0,1,0,0,0,0,0,1,48.2,340.35,1.606666666666667,0,0,0,0,0,1,0,0,1,0.62
1,0,0,0,37,1,1,1,1,1,1,1,1,1,90.6,3358.65,3.02,0,0,1,0,0,0,0,0,0,0.09
1,0,0,0,1,1,0,0,0,0,0,0,0,0,20.45,20.45,0.6816666666666666,0,1,0,0,0,0,1,0,0,0.1923333333333333
1,0,0,0,11,1,0,1,0,1,0,0,0,1,79.5,795.65,2.65,1,0,0,0,0,0,0,0,0,0.3
0,0,0,0,63,1,0,0,0,1,1,1,0,1,90.05,5817.0,3.0016666666666665,1,0,1,0,1,0,0,0,0,0.13
1,0,0,0,32,1,0,0,0,0,0,0,0,0,19.8,607.7,0.66,0,1,1,0,0,0,1,0,0,0.01
0,0,1,1,7,1,0,1,1,1,1,1,0,1,75.7,554.05,2.523333333333333,0,0,0,0,0,1,0,0,0,0.2683333333333333
1,0,0,0,17,1,0,0,0,0,0,0,0,0,19.95,310.6,0.6649999999999999,0,1,1,0,0,0,1,0,0,0.0
0,0,1,0,59,1,0,0,0,0,0,0,0,0,18.4,1057.85,0.6133333333333333,0,1,0,1,0,0,0,0,0,0.03
1,0,1,0,71,1,1,1,1,0,1,1,0,0,73.5,5357.75,2.45,0,0,0,1,1,0,0,0,0,0.02
1,0,1,0,69,1,1,0,0,1,0,1,1,0,99.5,6841.45,3.316666666666667,1,0,1,0,0,0,0,0,0,0.37
0,0,0,0,7,1,0,0,0,0,0,0,0,0,19.9,173.15,0.6633333333333333,0,1,1,0,0,0,1,0,0,0.28
1,0,1,0,44,0,0,0,1,1,0,1,1,0,54.3,2390.45,1.81,0,0,0,1,0,0,0,0,0,0.24
1,0,0,0,41,0,0,0,0,1,0,1,1,1,51.35,2075.1,1.711666666666667,0,0,1,0,0,1,0,0,0,0.21
0,0,0,0,68,1,1,1,1,1,1,1,1,1,88.15,6148.45,2.938333333333333,0,0,0,1,0,1,0,0,0,0.02
1,1,0,0,1,1,0,0,0,0,1,0,0,0,74.7,74.7,2.49,1,0,0,0,0,1,0,0,0,0.43
0,1,1,0,40,0,0,0,1,0,0,1,0,1,39.3,1637.4,1.3099999999999998,0,0,0,0,0,1,0,1,0,0.34
0,0,1,1,41,1,0,1,1,0,1,1,1,0,78.45,3126.45,2.615,0,0,0,1,0,1,0,0,0,0.07
0,0,1,1,31,1,1,0,1,0,1,1,1,0,80.55,2471.6,2.685,0,0,0,1,0,0,0,0,0,0.05
1,0,1,0,7,0,0,1,1,0,0,0,0,0,34.2,256.6,1.14,0,0,0,0,0,0,1,0,0,0.25
0,0,1,0,64,1,1,0,0,0,0,0,0,0,25.0,1584.8,0.8333333333333334,0,1,0,1,1,0,0,0,0,0.0
0,0,1,0,59,1,1,1,1,1,1,0,1,1,107.0,6152.3,3.566666666666667,1,0,1,0,1,0,0,0,0,0.07
0,0,0,0,1,1,0,0,0,0,0,0,0,1,19.9,19.9,0.6633333333333333,0,1,0,0,0,0,1,1,1,0.6616666666666667
1,0,1,0,31,1,0,1,1,1,1,0,1,1,75.5,2424.45,2.5166666666666666,0,0,1,0,1,0,0,0,0,0.08
0,0,1,1,72,1,1,1,1,1,1,0,0,1,70.45,5165.7,2.3483333333333336,0,0,0,1,0,0,0,0,0,0.02
0,0,0,1,11,1,0,0,0,0,0,0,0,0,20.1,221.35,0.67,0,1,0,0,1,0,0,1,0,0.04
1,0,1,0,10,1,1,0,0,0,0,1,0,1,85.6,813.85,2.853333333333333,1,0,0,0,0,1,0,1,1,0.7919999999999999
1,1,1,0,27,1,1,0,1,1,1,1,1,1,84.8,2309.55,2.8266666666666667,0,0,0,0,0,0,0,0,0,0.24
1,0,1,1,70,0,0,0,1,1,1,1,1,0,60.35,4138.7,2.0116666666666667,0,0,1,0,0,1,0,0,0,0.18
0,0,1,1,11,1,1,0,0,0,0,0,0,0,25.0,300.7,0.8333333333333334,0,1,0,1,0,0,1,0,0,0.02
1,0,1,0,10,1,1,0,0,0,0,0,1,1,85.25,855.3,2.841666666666667,1,0,0,0,0,1,0,1,1,0.7109047619047618
1,0,1,0,68,1,1,0,0,0,0,0,0,0,25.05,1629.2,0.8350000000000001,0,1,0,1,1,0,0,0,0,0.01
0,0,0,0,7,1,0,0,0,0,0,1,0,1,80.3,526.7,2.6766666666666667,1,0,0,0,0,0,1,1,1,0.62
0,1,1,0,35,1,1,1,1,0,1,1,0,1,100.5,3653.35,3.35,1,0,0,0,0,0,0,1,0,0.376
0,0,1,1,61,1,1,1,1,0,0,0,0,0,59.8,3641.5,1.9933333333333327,0,0,0,0,0,1,0,0,0,0.12
0,0,1,1,51,0,0,0,0,1,1,1,1,1,56.15,2898.95,1.8716666666666664,0,0,1,0,0,1,0,0,0,0.14
0,0,1,0,72,1,1,1,1,1,1,1,1,1,113.65,8182.75,3.7883333333333336,1,0,0,1,0,0,0,0,0,0.01
1,0,1,1,60,1,0,1,1,0,1,1,1,1,79.05,4663.4,2.635,0,0,0,0,1,0,0,0,0,0.14
1,0,1,1,44,1,0,0,0,0,0,0,0,1,20.5,865.05,0.6833333333333333,0,1,1,0,0,0,0,0,0,0.0
1,0,1,0,72,1,1,0,0,0,0,0,0,0,25.85,1872.2,0.8616666666666667,0,1,0,1,1,0,0,0,0,0.0
1,1,0,0,13,1,1,0,1,1,0,1,1,1,106.9,1364.3,3.563333333333333,1,0,0,0,0,1,0,1,1,0.88
0,0,0,0,11,1,0,0,0,1,1,0,0,0,53.8,651.55,1.7933333333333332,0,0,1,0,0,0,0,0,0,0.27
1,0,0,0,6,1,0,0,1,0,0,1,0,1,85.35,489.45,2.845,1,0,0,0,0,1,0,1,1,0.85
1,0,0,0,6,1,1,0,0,0,0,0,0,1,74.9,469.8,2.496666666666667,1,0,0,0,0,1,0,1,1,0.53
1,0,0,0,3,0,0,0,0,0,0,0,0,0,24.75,66.95,0.825,0,0,0,0,0,1,0,1,1,0.95
1,0,0,1,60,1,0,0,0,0,0,0,0,0,19.95,1189.9,0.6649999999999999,0,1,0,1,0,0,1,0,0,0.01
0,0,1,1,13,1,0,0,0,0,0,0,0,1,19.75,246.7,0.6583333333333333,0,1,0,1,0,0,0,0,0,0.07
1,0,1,0,71,1,1,0,1,0,1,1,1,1,104.15,7365.3,3.4716666666666667,1,0,0,1,1,0,0,0,0,0.21
1,1,0,0,1,1,0,0,0,0,0,0,0,1,45.85,45.85,1.528333333333333,0,0,0,0,0,0,1,0,1,0.745
0,1,0,0,1,1,0,0,0,0,0,0,0,1,71.15,71.15,2.371666666666667,1,0,0,0,0,1,0,1,0,0.39
1,0,0,1,1,1,1,0,0,0,0,1,1,1,93.3,93.3,3.11,1,0,0,0,0,1,0,1,1,0.86
0,0,1,0,3,1,1,0,0,0,0,1,1,0,94.9,273.2,3.1633333333333336,1,0,0,0,0,1,0,0,1,0.89
0,0,0,1,1,0,0,0,0,0,0,0,0,0,24.7,24.7,0.8233333333333334,0,0,0,0,0,0,1,0,0,0.31
1,0,0,0,32,1,0,1,1,1,0,0,1,1,93.4,2979.3,3.1133333333333337,1,0,0,0,1,0,0,0,0,0.29
0,0,0,0,62,1,0,1,0,0,1,0,1,1,65.1,3846.75,2.17,0,0,0,1,0,0,1,0,0,0.05
1,0,0,1,66,1,0,0,0,0,0,0,0,0,20.55,1357.1,0.685,0,1,0,1,0,0,1,0,0,0.01
1,0,1,1,3,1,0,0,0,1,0,0,0,1,50.15,168.15,1.6716666666666666,0,0,0,0,0,1,0,1,1,0.64
0,0,1,1,34,1,1,0,0,0,0,0,0,1,25.6,917.15,0.8533333333333334,0,1,1,0,1,0,0,0,0,0.02
1,0,0,0,9,1,1,1,0,0,0,0,0,1,81.15,784.45,2.705,1,0,0,0,0,1,0,0,0,0.4
0,0,1,1,46,1,0,0,0,0,0,0,0,0,20.25,890.35,0.675,0,1,0,1,0,0,0,0,0,0.0
1,0,1,0,27,1,0,0,1,0,1,0,0,1,53.8,1389.85,1.7933333333333332,0,0,0,0,0,1,0,0,0,0.21
0,0,0,1,39,0,0,0,0,1,0,0,0,0,30.1,1131.3,1.0033333333333334,0,0,0,0,1,0,0,1,0,0.24
